order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
29,ID36,Research Interest,health science,1,F,border state,0,"And that's what I'm saying, money was not my main motivation by to dignify ...",Academic Trajectory
30,ID36,Professional Experience,health science,1,F,border state,0,I need to now come back to do more programmatic activities. I wanna come ba...,Academic Trajectory
31,ID36,Personal Relationships,health science,1,F,border state,0,"Well, I've been, I have been lucky and blessed that my team has been with m...",Peer-to-Peer
32,ID36,Institutional Context,health science,1,F,border state,0,So I'm even more with this administration. All of those funds are being cut...,Institutional Context
33,ID36,Personal Relationships,health science,1,F,border state,0,"Yes. It is ... It's institutional. Yeah, it's like the directors of program...",Peer-to-Peer
34,ID36,Research Interest,health science,1,F,border state,0,"Actually I am now, more. I have reduced my administrative time a little, 20...",Academic Trajectory
35,ID36,Institutional Context,health science,1,F,border state,0,"I think there are three major issues. And I will divide in structure, proce...",Institutional Context
36,ID36,Institutional Context,health science,1,F,border state,0,So structure is very important. And structure it's bread by the institution...,Institutional Context
37,ID36,Institutional Context,health science,1,F,border state,0,"Once you start that sign form of the MOU's, sign formally spell it out, wha...",Institutional Context
38,ID36,Institutional Context,health science,1,F,border state,0,"There is one faith that has been key in this for me, trust but verify. Trus...",Institutional Context
39,ID36,Institutional Context,health science,1,F,border state,0,"eah and once we come to the third thing, the results, be sure of two things...",Institutional Context
40,ID36,Institutional Successes,health science,1,F,border state,0,"I think there are three major issues. And I will divide in structure, proce...",Institution-to-Institution
41,ID36,Institutional Context,health science,1,F,border state,0,So acknowledged and work on the differences but once the results come share...,Institutional Context
42,ID36,Institutional Context,health science,1,F,border state,0,They have been. They have been a fabulous supporter of this program both in...,Institutional Context
43,ID36,Funding Difficulties,health science,1,F,border state,0,Sometimes researchers become mercenaries. They go where the money is not wh...,Presence of Funding
44,ID36,Research Interest,health science,1,F,border state,0,Which I think it appeals to the ethical issues but finally it depends once ...,Academic Trajectory
45,ID36,Funding Difficulties,health science,1,F,border state,0,Which I think it appeals to the ethical issues but finally it depends once ...,Presence of Funding
46,ID36,Research Interest,health science,1,F,border state,0,"Yeah. There is still a lot of need. For instances, I'm just writing a paper...",Academic Trajectory
47,ID36,Political/Legal Challenges,health science,1,F,border state,0,"A lot of funding, especially, in areas that are fundamental of my work. All...",Challenges
48,ID36,Political/Legal Challenges,health science,1,F,border state,0,And the priorities [crosstalk 00:43:27] areas that you cannot even put ina ...,Challenges
49,ID36,Description of Funders,health science,1,F,border state,0,The university of California and Conacyt and UNAM....,Presence of Funding
50,ID36,Description of Funders,health science,1,F,border state,0,"Oh, yeah. Then you have Arizona and Harvard that has also offices in Mexico...",Presence of Funding
51,ID36,Description of Funders,health science,1,F,border state,0,"Yeah, Texas, Arizona, Harvard, new York. You know, it's like the universiti...",Presence of Funding
52,ID36,Personal Relationships,health science,1,F,border state,0,Respect. Respect is fundamental. And another issue is that the resources ar...,Peer-to-Peer
1,ID39,Collaboration Outcomes,education,0,F,not border state,0,I think it can mean quite a few things and part of me thinks about the theo...,Definition of Collaboration
2,ID39,Collaboration Examples,education,0,F,not border state,0," For example, people that I have worked with in the past and that we are wo...",Definition of Collaboration
3,ID39,Collaboration Examples,education,0,F,not border state,0,"I can make freedom and how that is layout in Mexico, so we wrote an article...",Definition of Collaboration
4,ID39,Research Interest,education,0,F,not border state,0, and my area tends to be kind of marginal to what a lot of people are doing...,Academic Trajectory
5,ID39,Collaboration Examples,education,0,F,not border state,0,"But working as a collaboration you know, you have to take other peopleÕs ti...",Definition of Collaboration
6,ID39,Professional Experience,education,0,F,not border state,0," I did my undergrad in Mexico, and then I did my masters in Canada and then...",Academic Trajectory
7,ID39,Personal Relationships,education,0,F,not border state,0,Some of my professors of the undergrad were doing PhDs at The University of...,Peer-to-Peer
8,ID39,Research Interest,education,0,F,not border state,0,I was in higher education working on very different things that they were w...,Academic Trajectory
9,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,I was in higher education working on very different things that they were w...,Sociocultural and Political Context
10,ID39,Political/Legal Challenges,education,0,F,not border state,0,"Yeah, thatÕs a very good question because I CIHE used to provide that space...",Challenges
11,ID39,Academic Meeting/Conference,education,0,F,not border state,0,"Yeah, thatÕs a very good question because I CIHE used to provide that space...",Peer-to-Peer
12,ID39,Academic Meeting/Conference,education,0,F,not border state,0,"Yeah, scholars who are working in Mexico and are based in Mexico, yeah, for...",Peer-to-Peer
13,ID39,Institutional Challenges (Pre),education,0,F,not border state,0," I think there is an opportunity there to do a lot more, but at least in my...",Sociocultural and Political Context
14,ID39,Personal Relationships,education,0,F,not border state,0," know that system very well because, I studied in it, IÕve studied it, but ...",Peer-to-Peer
15,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,"I think, you know, I always wonder if CONACYT could do something about it, ...",Sociocultural and Political Context
16,ID39,Collaboration Examples,education,0,F,not border state,0,"I would say, US and Europe and that has a lot to do with me having particip...",Definition of Collaboration
17,ID39,Research Interest,education,0,F,not border state,0,"Actually, I donÕt know how much money that was, but we had the opportunity ...",Academic Trajectory
18,ID39,Personal Relationships,education,0,F,not border state,0,"Actually, I donÕt know how much money that was, but we had the opportunity ...",Peer-to-Peer
19,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,"Not very, I donÕt think. Yeah, I mean they are open to it, right? But itÕs ...",Sociocultural and Political Context
20,ID39,Lack of Interest - Mexico,education,0,F,not border state,0,"Not that I have seen, not really. IÕve seen other South American countries,...",Challenges
21,ID39,Institutional Context,education,0,F,not border state,0, I think that is a loss opportunity because for example is the Mexican cons...,Institutional Context
22,ID39,Collaboration Examples,education,0,F,not border state,0,"Well, for example when I was in my doctorate that was very much one of the ...",Definition of Collaboration
23,ID39,Personal Relationships,education,0,F,not border state,0," I didnÕt get to be part of it, because a lot of the faculty that were on t...",Peer-to-Peer
24,ID39,Institutional Context,education,0,F,not border state,0,that is what is supposed to happen because you need to get immerse together...,Institutional Context
25,ID39,Successful Funding,education,0,F,not border state,0,In Arizona there is the Conahearword (31:33 not sure of the name) and that ...,Presence of Funding
26,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,"I would, but that would have to be after tenure, because IÕve seen how time...",Sociocultural and Political Context
27,ID39,Political/Legal Challenges,education,0,F,not border state,0,"I was on a H1B Visa, and you saw what the context was politically for Visa ...",Challenges
28,ID39,Collaboration Examples,education,0,F,not border state,0,"The success of the project? Sorry, you were cutting off. Not having a clear...",Definition of Collaboration
29,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,"I was on the point where I needed to go on the job market, and you need pub...",Sociocultural and Political Context
30,ID39,Collaboration Examples,education,0,F,not border state,0,"ThatÕs the first, like I say you can always find ways of getting around, th...",Definition of Collaboration
31,ID39,Cross-Cultural Understanding,education,0,F,not border state,0,"I would say there were some cultural barriers as well, in the sense that na...",Sociocultural and Political Context
32,ID39,Cross-Cultural Understanding,education,0,F,not border state,0,"Sure, I donÕt know how my colleagues will feel. IÕm sure they will agree, i...",Sociocultural and Political Context
33,ID39,Research Interest,education,0,F,not border state,0," LetÕs see what else, one of the things you know in the design of the proje...",Academic Trajectory
34,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,"Things that you wouldnÕt even think about, because you are socialized on th...",Sociocultural and Political Context
35,ID39,Personality/Status Conflict,education,0,F,not border state,0,"For example, you know the project as a whole was a very very ambitious proj...",Peer-to-Peer
36,ID39,Academic Meeting/Conference,education,0,F,not border state,0,"There were a couple of things, I went to ASH one year and then to CIHE, and...",Peer-to-Peer
37,ID39,Collaboration Examples,education,0,F,not border state,0,"Are you normally the initiator or are you more the person who is invited?
B...",Definition of Collaboration
38,ID39,Funding Difficulties,education,0,F,not border state,0,"I said money doesnÕt matter and I do believe that for the actual research, ...",Presence of Funding
39,ID39,Funding Difficulties,education,0,F,not border state,0," So in that sense I think that funds for international travel, make a big d...",Presence of Funding
40,ID39,Institutional Context,education,0,F,not border state,0,"Is more like to think, what do we have available to us and here at Loyola i...",Institutional Context
41,ID39,Collaboration Examples,education,0,F,not border state,0,Language is one and here IÕm thinking more in terms of access to informatio...,Definition of Collaboration
42,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,Language is one and here IÕm thinking more in terms of access to informatio...,Sociocultural and Political Context
43,ID39,Institutional Context,education,0,F,not border state,0, I know how hard it is to get information when you are there and the librar...,Institutional Context
44,ID39,Political/Legal Challenges,education,0,F,not border state,0,"Well you know, political climate, like I mentioned for me, the fear of bein...",Challenges
45,ID39,Institutional Challenges (Pre),education,0,F,not border state,0,"Yeah, I just think, partly because of the experiences that I have, I can te...",Sociocultural and Political Context
46,ID39,Undergraduate Programs,education,0,F,not border state,0,"Teaching collaborations, think about those, I could have, guest speakers in...",Student Programs
1,ID19,Collaboration Examples,social science,1,M,border state,0,"Well, for me, it's something essential for some kind of activities in acade...",Definition of Collaboration
2,ID19,Research Interest,social science,1,M,border state,0,"For me, it is impossible to study gender violence from the perspective of o...",Academic Trajectory
3,ID19,Research Interest,social science,1,M,border state,0,"Well, as I said, it's extensive problem you are addressing. So, it moves me...",Academic Trajectory
4,ID19,Academic Meeting/Conference,social science,1,M,border state,0,"I was invited in a conference. And that was the first step, to admit people...",Peer-to-Peer
5,ID19,Institutional Challenges (Pre),social science,1,M,border state,0,And we started doing research. The first thing we did is added a spot where...,Sociocultural and Political Context
6,ID19,Research Interest,social science,1,M,border state,0,We had to give some answers to this problem. And I can't do this by myself....,Academic Trajectory
7,ID19,Personality/Status Conflict,social science,1,M,border state,0,"It is a very slow, very complicated process of dialogue, of adequation, of ...",Peer-to-Peer
8,ID19,Research Interest,social science,1,M,border state,0,Because the problem that moves you is the main energy you have for that....,Academic Trajectory
9,ID19,Description of Funders,social science,1,M,border state,0,"Academics. Very, very, very early we discovered that NGOs have a big proble...",Presence of Funding
10,ID19,Institutional Challenges (Pre),social science,1,M,border state,0,Our relationship with the organizations were observant there. Doing some ac...,Sociocultural and Political Context
11,ID19,Collaboration Examples,social science,1,M,border state,0,And they wanted to be independent from the NGOs. The organizations we work ...,Definition of Collaboration
12,ID19,Academic Meeting/Conference,social science,1,M,border state,0,"It was in a conference. Yeah.
Adam:
And what was the name of the conference...",Peer-to-Peer
13,ID19,Research Interest,social science,1,M,border state,0, interdisciplinary conferences. I came from literature. Literature is in ma...,Academic Trajectory
14,ID19,Research Interest,social science,1,M,border state,0,"So, was there an incentive for you to be interdisciplinary, or was it just ...",Academic Trajectory
15,ID19,Professional Experience,social science,1,M,border state,0,I think that is part of my Mexican education is coming back to your project...,Academic Trajectory
16,ID19,Research Interest,social science,1,M,border state,0,"So for me it's perfectly natural that when I see a problem, I feel that it ...",Academic Trajectory
17,ID19,Personal Relationships,social science,1,M,border state,0,"Well, in my department there are several lines of research, most of them so...",Peer-to-Peer
18,ID19,Collaboration Examples,social science,1,M,border state,0,But we have also colleagues working with indigenous issues in Latin America...,Definition of Collaboration
19,ID19,Description of Funders,social science,1,M,border state,0,"There are many, many initiatives oriented to that. Actually our president i...",Presence of Funding
20,ID19,Institutional Context,social science,1,M,border state,0,ctually our president is especially committed to keeping relationship with ...,Institutional Context
21,ID19,Political/Legal Challenges,social science,1,M,border state,0," I think being the proximity of the two countries, the complexity of the re...",Challenges
22,ID19,Political/Legal Challenges,social science,1,M,border state,0,"Well, we always are offensive with what is happening in politics. It's impo...",Challenges
23,ID19,Research Interest,social science,1,M,border state,0,"You know what, I couldn't tell you that is a method. There is a procedure t...",Academic Trajectory
24,ID19,Research Interest,social science,1,M,border state,0,"Well, if we are really serious in looking for collaborations with Mexico, w...",Academic Trajectory
25,ID19,Institutional Challenges (Pre),social science,1,M,border state,0,There is a political world there. We have to negotiate. We have to dialogue...,Sociocultural and Political Context
26,ID19,Funding Difficulties,social science,1,M,border state,0,There is a political world there. We have to negotiate. We have to dialogue...,Presence of Funding
1,ID43,Collaboration Examples,social science,1,M,not border state,0,"Right, so I have a number of projects on going where I write papers togethe...",Definition of Collaboration
2,ID43,Research Interest,social science,1,M,not border state,0,So I guess I would countÉwhen I was a grad student I went to Mexico and liv...,Academic Trajectory
3,ID43,Advisor,social science,1,M,not border state,0,And then with Moris we continue working with a graduate student from Colomb...,Academic Trajectory
4,ID43,Collaboration Examples,social science,1,M,not border state,0,So I guess I would countÉwhen I was a grad student I went to Mexico and liv...,Definition of Collaboration
5,ID43,Personal Relationships,social science,1,M,not border state,0,"How do I meet these people? yeah, so name?? (6:16) I went to meet him at hi...",Peer-to-Peer
6,ID43,Academic Meeting/Conference,social science,1,M,not border state,0, I go back and give talk so that is a common way of meeting new people. I d...,Peer-to-Peer
7,ID43,Research Interest,social science,1,M,not border state,0,"Well, I knew that David was working in other project, IÕm not sure if they ...",Academic Trajectory
8,ID43,Successful Funding,social science,1,M,not border state,0,In my original year when I spent living in Mexico while I was doing my diss...,Presence of Funding
9,ID43,Political/Legal Challenges,social science,1,M,not border state,0,"Well, it is true in Mexico as well as other countries, research is hard to ...",Challenges
10,ID43,Institutional Context,social science,1,M,not border state,0,"There is one thing I should tell you about so the Mexican, the confidential...",Institutional Context
11,ID43,Political/Legal Challenges,social science,1,M,not border state,0, The process of using that laboratory though has beenÉwas a little bit comp...,Challenges
12,ID43,Institutional Challenges (Pre),social science,1,M,not border state,0,This is something I have to push myself. There is no that process forward. ...,Sociocultural and Political Context
13,ID43,Lack of Interest - Mexico,social science,1,M,not border state,0,I donÕt actually know though to be honest to what extent it has relationshi...,Challenges
14,ID43,Political/Legal Challenges,social science,1,M,not border state,0,I havenÕt proceeded it. I havenÕt been in Mexico recently. I was there in S...,Challenges
15,ID43,Collaboration Outcomes,social science,1,M,not border state,0,The only thing is published papers. Published papers in top journals. For t...,Definition of Collaboration
16,ID43,Political/Legal Challenges,social science,1,M,not border state,0,"No. IÕm trying to think. I canÕt think of anything that is crucial. Yeah, I...",Challenges
17,ID43,Institutional Challenges (Pre),social science,1,M,not border state,0,"No. IÕm trying to think. I canÕt think of anything that is crucial. Yeah, I...",Sociocultural and Political Context
18,ID43,Political/Legal Challenges,social science,1,M,not border state,0,"The languages difference I think make it harder. Also, I found particularly...",Challenges
1,ID46,Collaboration Examples,science and engineering,1,F,border state,1,I think it’s the ability to be able to work on interesting problems and be ...,Definition of Collaboration
2,ID46,Collaboration Examples,science and engineering,1,F,border state,1,"So I guess it depends on the kind of project, for example on the type of th...",Definition of Collaboration
3,ID46,Research Interest,science and engineering,1,F,border state,1,"So all of my current projects are collaborative. I am working on right now,...",Academic Trajectory
4,ID46,Collaboration Examples,science and engineering,1,F,border state,1," I am working on right now, one of the projects specifically the one we are...",Definition of Collaboration
5,ID46,Institutional Context,science and engineering,1,F,border state,1,"I guess we, I don’t know. The type of support we have is from, so there is ...",Institutional Context
6,ID46,Funding Difficulties,science and engineering,1,F,border state,1,"One thing that I have found challenging is, so that platform is great, and ...",Presence of Funding
7,ID46,Political/Legal Challenges,science and engineering,1,F,border state,1,"I have no idea honestly, I don’t know. I think yes, I think economical issu...",Challenges
8,ID46,Collaboration Examples,science and engineering,1,F,border state,1,"So when I started, we censored my team along with my students and at one po...",Definition of Collaboration
9,ID46,Research Interest,science and engineering,1,F,border state,1,"So when I started, we censored my team along with my students and at one po...",Academic Trajectory
10,ID46,Personal Relationships,science and engineering,1,F,border state,1,That is hard to say. I mean potentially yes but I think it would have taken...,Peer-to-Peer
11,ID46,Institutional Context,science and engineering,1,F,border state,1,"I think so, I think yeah, my institution particularly, the only reason that...",Institutional Context
12,ID46,Undergraduate Programs,science and engineering,1,F,border state,1,"I think so, I think yeah, my institution particularly, the only reason that...",Student Programs
13,ID46,Description of Funders,science and engineering,1,F,border state,1,"Ok, yeah so he actually has a pretty large project with Mexcio and I think ...",Presence of Funding
14,ID46,Funding Difficulties,science and engineering,1,F,border state,1,"I think more than institutional, it would be, well maybe traditionally they...",Presence of Funding
15,ID46,Institutional Context,science and engineering,1,F,border state,1,"I think more than institutional, it would be, well maybe traditionally they...",Institutional Context
16,ID46,Undergraduate Programs,science and engineering,1,F,border state,1,Yeah! I think I would like that I think that would increase connections bet...,Student Programs
17,ID46,Institutional Context,science and engineering,1,F,border state,1,Yeah! I think I would like that I think that would increase connections bet...,Institutional Context
18,ID46,Personal Relationships,science and engineering,1,F,border state,1,"I think both have their advantages. I think when you are new, you might not...",Peer-to-Peer
19,ID46,Institutional Context,science and engineering,1,F,border state,1,"I think both have their advantages. I think when you are new, you might not...",Institutional Context
20,ID46,Funding Difficulties,science and engineering,1,F,border state,1,"I think just when you know that they are the person, yeah because otherwise...",Presence of Funding
21,ID46,Political/Legal Challenges,science and engineering,1,F,border state,1,"I think just when you know that they are the person, yeah because otherwise...",Challenges
22,ID46,Political/Legal Challenges,science and engineering,1,F,border state,1,So for example like well I know for student that want to come here for conf...,Challenges
23,ID46,Lack of Interest - USA,science and engineering,1,F,border state,1,"No because, no I mean, no, for me no. but I do feel that the percentage of ...",Challenges
24,ID46,Institutional Context,science and engineering,1,F,border state,1,So a lot of people that have trained here and in the US that have gone to E...,Institutional Context
25,ID46,Institutional Context,science and engineering,1,F,border state,1,"So look what is different right that type of thing, where you could apply a...",Institutional Context
26,ID46,Political/Legal Challenges,science and engineering,1,F,border state,1,"I think the problem there is getting two governments to get that going, esp...",Challenges
27,ID46,Institutional Context,science and engineering,1,F,border state,1,"No I think, I think its pretty much, well maybe institutionally, collaborat...",Institutional Context
28,ID46,Description of Funders,science and engineering,1,F,border state,1,"UC Mexus, so its not a lot of funding that they give you but it is somethin...",Presence of Funding
29,ID46,Collaboration Examples,science and engineering,1,F,border state,1," for example these UC Nexus grants, they are recalled to not be taken as se...",Definition of Collaboration
30,ID46,Institutional Challenges (Pre),science and engineering,1,F,border state,1,So I mean I understand why my department was not as enthusiastic of me righ...,Sociocultural and Political Context
64,ID2,Professional Experience,science and engineering,1,M,not border state,0,"Well, I…when I was doing my post-doc in California at Scripps UCSD…well I a...",Academic Trajectory
65,ID2,Personal Relationships,science and engineering,1,M,not border state,0,I basically…there is somebody I knew in the Mexican institution and I went ...,Peer-to-Peer
66,ID2,Professional Experience,science and engineering,1,M,not border state,0,"Well, in Brazil I mean my wife is Mexican, and in Brazil neither of us have...",Academic Trajectory
67,ID2,Personal Relationships,science and engineering,1,M,not border state,0,"Well, in Brazil I mean my wife is Mexican, and in Brazil neither of us have...",Peer-to-Peer
68,ID2,Research Interest,science and engineering,1,M,not border state,0,"Well, I don’t know. one of the problem and this is true to Latin America in...",Academic Trajectory
69,ID2,Institutional Context,science and engineering,1,M,not border state,0,"Well I mean obviously particularly the university, it’s strange even though...",Institutional Context
70,ID2,Lack of Interest - USA,science and engineering,1,M,not border state,0,I have a lot of problem getting people in Mexico interested. It was contrad...,Challenges
71,ID2,Institutional Context,science and engineering,1,M,not border state,0,There are a lot. This probably takes a couple hours…I have…this is true in ...,Institutional Context
72,ID2,Institutional Context,science and engineering,1,M,not border state,0,I would say normally they expressed the idea…I don’t want to say it’s mantr...,Institutional Context
73,ID2,Cross-Cultural Understanding,science and engineering,1,M,not border state,0,Again this is also true in Brazil and it’s not that it’s true in the US. it...,Sociocultural and Political Context
74,ID2,Institutional Context,science and engineering,1,M,not border state,0,"Individual. It was me. Basically me and my colleagues in U of A, and northe...",Institutional Context
75,ID2,Institutional Challenges (Pre),science and engineering,1,M,not border state,0,The US is just an entirely different system…you know in the US it’s kind of...,Sociocultural and Political Context
76,ID2,Institutional Context,science and engineering,1,M,not border state,0,"In Mexico, there is money and a lot of discretions on the director and high...",Institutional Context
77,ID2,Funding Difficulties,science and engineering,1,M,not border state,0,"In the US, you don’t have that liberty because the money is not there. Thin...",Presence of Funding
78,ID2,Institutional Context,science and engineering,1,M,not border state,0,People in Mexico verbalize the idea that they want to do international coll...,Institutional Context
79,ID2,Cross-Cultural Understanding,science and engineering,1,M,not border state,0,People in Mexico verbalize the idea that they want to do international coll...,Sociocultural and Political Context
80,ID2,Political/Legal Challenges,science and engineering,1,M,not border state,0,Sometimes personal expenses…in order words is not to deal with the bureaucr...,Challenges
81,ID2,Political/Legal Challenges,science and engineering,1,M,not border state,0,making the UNAM where I work less bureaucratic much less administrative ori...,Challenges
82,ID2,Collaboration Examples,science and engineering,1,M,not border state,0,"Yeah those are pretty barriers. I can mention two projects that we have, on...",Definition of Collaboration
83,ID2,Personal Relationships,science and engineering,1,M,not border state,0,"Yeah, again like I said it would have to be more for a personal interest. F...",Peer-to-Peer
84,ID2,Collaboration Examples,science and engineering,1,M,not border state,0,"Okay. Well, there are various avenues. Me myself disciplines their research...",Definition of Collaboration
85,ID2,Prior Collaboration Experience,science and engineering,1,M,not border state,0,Ok. Now do you want me to just focus on Mexico? I also worked in Brazil for...,Academic Trajectory
86,ID2,Research Interest,science and engineering,1,M,not border state,0,"However, really developing a physical space in Northwest of Mexico and Sout...",Academic Trajectory
87,ID2,Prior Collaboration Experience,science and engineering,1,M,not border state,0,"Ok. Yes, so basically after my PhD and post-doc, I began working in Brazil ...",Academic Trajectory
88,ID2,Professional Experience,science and engineering,1,M,not border state,0,"I did it backward. I started…as an American, I started in Latin American an...",Academic Trajectory
89,ID2,Professional Experience,science and engineering,1,M,not border state,0,Yeah. Yeah. I mean I did my Ph.D. and post-doc here in the US but my academ...,Academic Trajectory
90,ID2,Research Interest,science and engineering,1,M,not border state,0,"Yeah. Well, yeah. For example, I studied one of the things that my colleagu...",Academic Trajectory
91,ID2,Personal Relationships,science and engineering,1,M,not border state,0,So it’s almost like a personal than scientific that kind of relationship th...,Peer-to-Peer
92,ID2,Job Opportunity,science and engineering,1,M,not border state,0," Although, in Mexico they offered me a position right off the back but in t...",Peer-to-Peer
93,ID2,Disciplinary Culture,science and engineering,1,M,not border state,0,"No, it’s not how science is done per say. It’s the focus of what you do lik...",Disciplinary
94,ID2,Prior Collaboration Experience,science and engineering,1,M,not border state,0,I would say I initiated them…but like I said the interest was there already...,Academic Trajectory
95,ID2,Lack of Interest - Mexico,science and engineering,1,M,not border state,0,I would say I initiated them…but like I said the interest was there already...,Challenges
96,ID2,Lack of Interest - USA,science and engineering,1,M,not border state,0,"Yeah, exactly…I don’t think there is any necessary institutional prejudices...",Challenges
97,ID2,Collaboration Outcomes,science and engineering,1,M,not border state,0,Certainly for example in term of production and international recognition a...,Definition of Collaboration
98,ID2,Description of Funders,science and engineering,1,M,not border state,0,"seed funding…we have two very important seed funded, they are institutional...",Presence of Funding
99,ID2,Personal Relationships,science and engineering,1,M,not border state,0,I mean…I think you have to have a personal relationship too…the fact for ex...,Peer-to-Peer
100,ID2,Cross-Cultural Understanding,science and engineering,1,M,not border state,0,I mean…I think you have to have a personal relationship too…the fact for ex...,Sociocultural and Political Context
101,ID2,Professional Experience,science and engineering,1,M,not border state,0,"Okay. Yeah, when I went to Brazil I have…it was a program it was a graduate...",Academic Trajectory
102,ID2,Institutional Context,science and engineering,1,M,not border state,0,Okay. You’ll have to change the cultures from both sides to make it happens...,Institutional Context
103,ID2,Institutional Context,science and engineering,1,M,not border state,0,"In the US side, again I think the structure is okay but the university I th...",Institutional Context
104,ID2,Institutional Context,science and engineering,1,M,not border state,0,"Yes, exactly that’s problematic and that’s counterproductive. The slowness ...",Institutional Context
105,ID2,Description of Funders,science and engineering,1,M,not border state,0,"Yeah those are pretty barriers. I can mention two projects that we have, on...",Presence of Funding
106,ID2,Lack of Interest - USA,science and engineering,1,M,not border state,0,I think fine. Like I said the people that I brought from the US to work wit...,Challenges
107,ID2,Institutional Context,science and engineering,1,M,not border state,0,I just count to do things personally and then you know kind of look for sup...,Institutional Context
108,ID2,Institutional Failures (Post),science and engineering,1,M,not border state,0,"I would because of the way I am personally, I think I understand but me per...",Institution-to-Institution
109,ID2,Institutional Context,science and engineering,1,M,not border state,0,Yeah I think you really need to focus on the cultural and nature in the US ...,Institutional Context
110,ID2,Description of Funders,science and engineering,1,M,not border state,0,The US is much richer but they don’t have that kind of mechanism in placed....,Presence of Funding
111,ID2,Institutional Context,science and engineering,1,M,not border state,0,"I would because of the way I am personally, I think I understand but me per...",Institutional Context
112,ID2,Institutional Context,science and engineering,1,M,not border state,0,"They have been in my institution for 50 years and their advisors, slave-own...",Institutional Context
113,ID2,Institutional Context,science and engineering,1,M,not border state,0,Definitely. Mexico is very rigid. Brazil is too. Like I said in Brazil in t...,Institutional Context
114,ID2,Lack of Interest - Mexico,science and engineering,1,M,not border state,0,"Well, it…because we are so closed physically, we share the border stuff lik...",Challenges
115,ID2,Political/Legal Challenges,science and engineering,1,M,not border state,0,Like I said for me personally it hasn’t affect me at least or my wife eithe...,Challenges
116,ID2,Political/Legal Challenges,science and engineering,1,M,not border state,0,"Yeah, it can go either direction but I think that like I said in general th...",Challenges
117,ID2,Personal Relationships,science and engineering,1,M,not border state,0," I will continue to collaborate with Brazil. However, I’ll be much more foc...",Peer-to-Peer
118,ID2,Description of Funders,science and engineering,1,M,not border state,0,"At the institutional level, like I said I think people in the US side are e...",Presence of Funding
119,ID2,Institutional Context,science and engineering,1,M,not border state,0,"At the institutional level, like I said I think people in the US side are e...",Institutional Context
120,ID2,Institutional Challenges (Pre),science and engineering,1,M,not border state,0,Yeah I think you really need to focus on the cultural and nature in the US ...,Sociocultural and Political Context
42,ID32,Family Situation,social science,1,F,border state,1,"So, when I moved to here and I worked at the Colegio La Frontera Norte, all...",Background
43,ID32,Political/Legal Challenges,social science,1,F,border state,1,But the border became more and more complex and the institution the Colegio...,Challenges
44,ID32,Family Situation,social science,1,F,border state,1,"Also, my life happened all the time in the United States. I have this inter...",Background
45,ID32,Research Interest,social science,1,F,border state,1,"My research and my teaching has always been what I consider transborder, or...",Academic Trajectory
46,ID32,Professional Experience,social science,1,F,border state,1,"So, then is when I started looking for jobs in the United States and I was ...",Academic Trajectory
47,ID32,Lack of Interest - Mexico,social science,1,F,border state,1,"So, then is when I started looking for jobs in the United States and I was ...",Challenges
48,ID32,Institutional Context,social science,1,F,border state,1,"Dr. Ojeda. When you were in the Colegio La Frontera the Mexico, were you al...",Institutional Context
49,ID32,Institutional Context,social science,1,F,border state,1,So the nature of the institution of institution doing research that informs...,Institutional Context
50,ID32,Prior Collaboration Experience,social science,1,F,border state,1,"Well. knocking doors, through conferences. Also, the Colegio La Frontera No...",Academic Trajectory
51,ID32,Institutional Context,social science,1,F,border state,1, And the dynamic of USA university is totally different from the dynamic of...,Institutional Context
52,ID32,Prior Collaboration Experience,social science,1,F,border state,1,Well. It was a very interest project at some point that was developed by a ...,Academic Trajectory
53,ID32,Institutional Failures (Post),social science,1,F,border state,1,"And I discovered through that project,  that bring together  American unive...",Institution-to-Institution
54,ID32,Lack of Interest - Mexico,social science,1,F,border state,1,They want to be the primary institution in the relationship with the Mexica...,Challenges
55,ID32,Institutional Failures (Post),social science,1,F,border state,1,"So, I see more collaboration these days than back then. I still do not know...",Institution-to-Institution
56,ID32,Institutional Challenges (Pre),social science,1,F,border state,1,We did not have time for that. And we did not have that problem in the Mexi...,Sociocultural and Political Context
57,ID32,Institutional Failures (Post),social science,1,F,border state,1,They did not want competition. We have to understand that american universi...,Institution-to-Institution
58,ID32,Description of Funders,social science,1,F,border state,1,They did not want competition. We have to understand that american universi...,Presence of Funding
59,ID32,Institutional Context,social science,1,F,border state,1,"n both cases, probably the most important is to persuade your the administr...",Institutional Context
60,ID32,Description of Funders,social science,1,F,border state,1,"So, sometimes the administrators, they are always thinking about money. The...",Presence of Funding
121,ID2,Research Interest,science and engineering,1,M,not border state,0, But these colleagues that I worked closely with at the University of Arizo...,Academic Trajectory
122,ID2,Personal Relationships,science and engineering,1,M,not border state,0,And then I also you know because I live here I know my ways around I came a...,Peer-to-Peer
30,ID48,Successful Funding,science and engineering,1,M,border state,1,UC Mexus fellowship in 2000 to pursue a PhD...,Presence of Funding
